Instituição;Unidade;Escopo da Inconsistência;Situação da Inconsistência;Total de Inconsistências
Instituto Federal do Maranhão;Campus Araioses;Ciclo;Validado RA;26
Instituto Federal do Maranhão;Campus Araioses;Curso;Validado RA;4
Instituto Federal do Maranhão;Campus Araioses;Matrícula;Alterado RA;1.300
Instituto Federal do Maranhão;Campus Araioses;Matrícula;Inconsistente RA;526
Instituto Federal do Maranhão;Campus Avançado Porto Franco;Ciclo;Alterado RA;16
Instituto Federal do Maranhão;Campus Avançado Porto Franco;Ciclo;Inconsistente RA;14
Instituto Federal do Maranhão;Campus Avançado Porto Franco;Curso;Validado RA;7
Instituto Federal do Maranhão;Campus Avançado Porto Franco;Matrícula;Alterado RA;562
Instituto Federal do Maranhão;Campus Avançado Porto Franco;Matrícula;Inconsistente RA;992
Instituto Federal do Maranhão;Campus Avançado Rosário;Ciclo;Alterado RA;26
Instituto Federal do Maranhão;Campus Avançado Rosário;Ciclo;Inconsistente RA;16
Instituto Federal do Maranhão;Campus Avançado Rosário;Curso;Validado RA;2
Instituto Federal do Maranhão;Campus Avançado Rosário;Matrícula;Alterado RA;840
Instituto Federal do Maranhão;Campus Avançado Rosário;Matrícula;Inconsistente RA;860
Instituto Federal do Maranhão;Campus Bacabal;Ciclo;Alterado RA;108
Instituto Federal do Maranhão;Campus Bacabal;Ciclo;Inconsistente RA;9
Instituto Federal do Maranhão;Campus Bacabal;Curso;Validado RA;10
Instituto Federal do Maranhão;Campus Bacabal;Matrícula;Alterado RA;2.041
Instituto Federal do Maranhão;Campus Bacabal;Matrícula;Inconsistente RA;1.290
Instituto Federal do Maranhão;Campus Barra do Corda;Ciclo;Alterado RA;99
Instituto Federal do Maranhão;Campus Barra do Corda;Ciclo;Inconsistente RA;40
Instituto Federal do Maranhão;Campus Barra do Corda;Curso;Alterado RA;11
Instituto Federal do Maranhão;Campus Barra do Corda;Curso;Inconsistente RA;1
Instituto Federal do Maranhão;Campus Barra do Corda;Matrícula;Alterado RA;2.385
Instituto Federal do Maranhão;Campus Barra do Corda;Matrícula;Inconsistente RA;2.281
Instituto Federal do Maranhão;Campus Barreirinhas;Ciclo;Validado RA;117
Instituto Federal do Maranhão;Campus Barreirinhas;Curso;Validado RA;12
Instituto Federal do Maranhão;Campus Barreirinhas;Matrícula;Alterado RA;3.030
Instituto Federal do Maranhão;Campus Barreirinhas;Matrícula;Inconsistente RA;1.370
Instituto Federal do Maranhão;Campus Barreirinhas;Matrícula;Validado RA;903
Instituto Federal do Maranhão;Campus Buriticupu;Ciclo;Alterado RA;32
Instituto Federal do Maranhão;Campus Buriticupu;Ciclo;Inconsistente RA;2
Instituto Federal do Maranhão;Campus Buriticupu;Ciclo;Validado RA;191
Instituto Federal do Maranhão;Campus Buriticupu;Curso;Alterado RA;5
Instituto Federal do Maranhão;Campus Buriticupu;Curso;Validado RA;9
Instituto Federal do Maranhão;Campus Buriticupu;Matrícula;Alterado RA;4.850
Instituto Federal do Maranhão;Campus Buriticupu;Matrícula;Inconsistente RA;2.281
Instituto Federal do Maranhão;Campus Buriticupu;Matrícula;Validado RA;776
Instituto Federal do Maranhão;Campus Carolina;Ciclo;Alterado RA;21
Instituto Federal do Maranhão;Campus Carolina;Ciclo;Inconsistente RA;42
Instituto Federal do Maranhão;Campus Carolina;Curso;Alterado RA;11
Instituto Federal do Maranhão;Campus Carolina;Curso;Inconsistente RA;7
Instituto Federal do Maranhão;Campus Carolina;Matrícula;Alterado RA;1.056
Instituto Federal do Maranhão;Campus Carolina;Matrícula;Inconsistente RA;1.503
Instituto Federal do Maranhão;Campus Caxias;Ciclo;Alterado RA;149
Instituto Federal do Maranhão;Campus Caxias;Ciclo;Inconsistente RA;41
Instituto Federal do Maranhão;Campus Caxias;Curso;Alterado RA;16
Instituto Federal do Maranhão;Campus Caxias;Matrícula;Alterado RA;5.194
Instituto Federal do Maranhão;Campus Caxias;Matrícula;Inconsistente RA;3.910
Instituto Federal do Maranhão;Campus Codó;Ciclo;Validado RA;219
Instituto Federal do Maranhão;Campus Codó;Curso;Validado RA;13
Instituto Federal do Maranhão;Campus Codó;Matrícula;Alterado RA;5.498
Instituto Federal do Maranhão;Campus Codó;Matrícula;Inconsistente RA;2.795
Instituto Federal do Maranhão;Campus Coelho Neto;Ciclo;Alterado RA;65
Instituto Federal do Maranhão;Campus Coelho Neto;Ciclo;Inconsistente RA;18
Instituto Federal do Maranhão;Campus Coelho Neto;Curso;Validado RA;6
Instituto Federal do Maranhão;Campus Coelho Neto;Matrícula;Alterado RA;2.716
Instituto Federal do Maranhão;Campus Coelho Neto;Matrícula;Inconsistente RA;1.950
Instituto Federal do Maranhão;Campus Grajaú;Ciclo;Validado RA;96
Instituto Federal do Maranhão;Campus Grajaú;Curso;Validado RA;6
Instituto Federal do Maranhão;Campus Grajaú;Matrícula;Validado RA;4.339
Instituto Federal do Maranhão;Campus Imperatriz;Ciclo;Alterado RA;140
Instituto Federal do Maranhão;Campus Imperatriz;Ciclo;Validado RA;51
Instituto Federal do Maranhão;Campus Imperatriz;Curso;Validado RA;13
Instituto Federal do Maranhão;Campus Imperatriz;Matrícula;Alterado RA;4.538
Instituto Federal do Maranhão;Campus Imperatriz;Matrícula;Inconsistente RA;2.819
Instituto Federal do Maranhão;Campus Imperatriz;Matrícula;Validado RA;2.001
Instituto Federal do Maranhão;Campus Itapecuru Mirim;Ciclo;Validado RA;43
Instituto Federal do Maranhão;Campus Itapecuru Mirim;Curso;Validado RA;2
Instituto Federal do Maranhão;Campus Itapecuru Mirim;Matrícula;Alterado RA;994
Instituto Federal do Maranhão;Campus Itapecuru Mirim;Matrícula;Inconsistente RA;639
Instituto Federal do Maranhão;Campus Pedreiras;Ciclo;Alterado RA;47
Instituto Federal do Maranhão;Campus Pedreiras;Ciclo;Inconsistente RA;31
Instituto Federal do Maranhão;Campus Pedreiras;Curso;Alterado RA;4
Instituto Federal do Maranhão;Campus Pedreiras;Matrícula;Alterado RA;3.485
Instituto Federal do Maranhão;Campus Pedreiras;Matrícula;Inconsistente RA;2.543
Instituto Federal do Maranhão;Campus Pinheiro;Ciclo;Alterado RA;3
Instituto Federal do Maranhão;Campus Pinheiro;Ciclo;Inconsistente RA;5
Instituto Federal do Maranhão;Campus Pinheiro;Ciclo;Validado RA;56
Instituto Federal do Maranhão;Campus Pinheiro;Curso;Validado RA;6
Instituto Federal do Maranhão;Campus Pinheiro;Matrícula;Alterado RA;2.085
Instituto Federal do Maranhão;Campus Pinheiro;Matrícula;Inconsistente RA;1.563
Instituto Federal do Maranhão;Campus Presidente Dutra;Ciclo;Alterado RA;22
Instituto Federal do Maranhão;Campus Presidente Dutra;Ciclo;Inconsistente RA;7
Instituto Federal do Maranhão;Campus Presidente Dutra;Curso;Alterado RA;4
Instituto Federal do Maranhão;Campus Presidente Dutra;Matrícula;Alterado RA;635
Instituto Federal do Maranhão;Campus Presidente Dutra;Matrícula;Inconsistente RA;569
Instituto Federal do Maranhão;Campus Santa Inês;Ciclo;Alterado RA;178
Instituto Federal do Maranhão;Campus Santa Inês;Ciclo;Inconsistente RA;11
Instituto Federal do Maranhão;Campus Santa Inês;Curso;Validado RA;13
Instituto Federal do Maranhão;Campus Santa Inês;Matrícula;Alterado RA;5.221
Instituto Federal do Maranhão;Campus Santa Inês;Matrícula;Inconsistente RA;3.224
Instituto Federal do Maranhão;Campus São João dos Patos;Ciclo;Alterado RA;103
Instituto Federal do Maranhão;Campus São João dos Patos;Ciclo;Inconsistente RA;36
Instituto Federal do Maranhão;Campus São João dos Patos;Curso;Alterado RA;11
Instituto Federal do Maranhão;Campus São João dos Patos;Curso;Inconsistente RA;1
Instituto Federal do Maranhão;Campus São João dos Patos;Matrícula;Alterado RA;3.224
Instituto Federal do Maranhão;Campus São João dos Patos;Matrícula;Inconsistente RA;2.582
Instituto Federal do Maranhão;Campus São José de Ribamar;Ciclo;Alterado RA;56
Instituto Federal do Maranhão;Campus São José de Ribamar;Ciclo;Inconsistente RA;38
Instituto Federal do Maranhão;Campus São José de Ribamar;Curso;Validado RA;9
Instituto Federal do Maranhão;Campus São José de Ribamar;Matrícula;Alterado RA;2.421
Instituto Federal do Maranhão;Campus São José de Ribamar;Matrícula;Inconsistente RA;2.081
Instituto Federal do Maranhão;Campus São Luís Centro Histórico;Ciclo;Alterado RA;98
Instituto Federal do Maranhão;Campus São Luís Centro Histórico;Ciclo;Inconsistente RA;67
Instituto Federal do Maranhão;Campus São Luís Centro Histórico;Curso;Validado RA;11
Instituto Federal do Maranhão;Campus São Luís Centro Histórico;Matrícula;Alterado RA;2.838
Instituto Federal do Maranhão;Campus São Luís Centro Histórico;Matrícula;Inconsistente RA;3.323
Instituto Federal do Maranhão;Campus São Luís Maracanã;Ciclo;Validado RA;242
Instituto Federal do Maranhão;Campus São Luís Maracanã;Curso;Validado RA;17
Instituto Federal do Maranhão;Campus São Luís Maracanã;Matrícula;Alterado RA;4.193
Instituto Federal do Maranhão;Campus São Luís Maracanã;Matrícula;Inconsistente RA;2.221
Instituto Federal do Maranhão;Campus São Luís Maracanã;Matrícula;Validado RA;13.763
Instituto Federal do Maranhão;Campus São Luís Monte Castelo;Ciclo;Validado RA;996
Instituto Federal do Maranhão;Campus São Luís Monte Castelo;Curso;Validado RA;37
Instituto Federal do Maranhão;Campus São Luís Monte Castelo;Matrícula;Alterado RA;18.727
Instituto Federal do Maranhão;Campus São Luís Monte Castelo;Matrícula;Inconsistente RA;9.226
Instituto Federal do Maranhão;Campus São Raimundo das Mangabeiras;Ciclo;Alterado RA;98
Instituto Federal do Maranhão;Campus São Raimundo das Mangabeiras;Ciclo;Inconsistente RA;30
Instituto Federal do Maranhão;Campus São Raimundo das Mangabeiras;Curso;Validado RA;14
Instituto Federal do Maranhão;Campus São Raimundo das Mangabeiras;Matrícula;Alterado RA;9.119
Instituto Federal do Maranhão;Campus São Raimundo das Mangabeiras;Matrícula;Inconsistente RA;7.569
Instituto Federal do Maranhão;Campus Timon;Ciclo;Alterado RA;83
Instituto Federal do Maranhão;Campus Timon;Ciclo;Validado RA;50
Instituto Federal do Maranhão;Campus Timon;Curso;Validado RA;15
Instituto Federal do Maranhão;Campus Timon;Matrícula;Alterado RA;3.780
Instituto Federal do Maranhão;Campus Timon;Matrícula;Inconsistente RA;2.138
Instituto Federal do Maranhão;Campus Viana;Ciclo;Validado RA;52
Instituto Federal do Maranhão;Campus Viana;Curso;Validado RA;5
Instituto Federal do Maranhão;Campus Viana;Matrícula;Alterado RA;1.598
Instituto Federal do Maranhão;Campus Viana;Matrícula;Inconsistente PI;9
Instituto Federal do Maranhão;Campus Viana;Matrícula;Inconsistente RA;354
Instituto Federal do Maranhão;Campus Viana;Matrícula;Validado RA;36
Instituto Federal do Maranhão;Campus Zé Doca;Ciclo;Alterado RA;13
Instituto Federal do Maranhão;Campus Zé Doca;Ciclo;Inconsistente RA;22
Instituto Federal do Maranhão;Campus Zé Doca;Ciclo;Validado RA;50
Instituto Federal do Maranhão;Campus Zé Doca;Curso;Validado RA;10
Instituto Federal do Maranhão;Campus Zé Doca;Matrícula;Alterado RA;1.728
Instituto Federal do Maranhão;Campus Zé Doca;Matrícula;Inconsistente RA;1.388
Instituto Federal do Mato Grosso;Campus Alta Floresta;Ciclo;Validado PI;107
Instituto Federal do Mato Grosso;Campus Alta Floresta;Curso;Validado PI;11
Instituto Federal do Mato Grosso;Campus Alta Floresta;Matrícula;Alterado RA;120
Instituto Federal do Mato Grosso;Campus Alta Floresta;Matrícula;Inconsistente RA;30
Instituto Federal do Mato Grosso;Campus Alta Floresta;Matrícula;Validado PI;4.848
Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Ciclo;Validado PI;33
Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Curso;Validado PI;2
Instituto Federal do Mato Grosso;Campus Avançado Lucas do Rio Verde;Matrícula;Validado PI;1.336
Instituto Federal do Mato Grosso;Campus Barra do Garças;Ciclo;Validado RA;78
Instituto Federal do Mato Grosso;Campus Barra do Garças;Curso;Validado RA;15
Instituto Federal do Mato Grosso;Campus Barra do Garças;Matrícula;Validado RA;3.753
Instituto Federal do Mato Grosso;Campus Cáceres;Ciclo;Validado RA;110
Instituto Federal do Mato Grosso;Campus Cáceres;Curso;Validado RA;17
Instituto Federal do Mato Grosso;Campus Cáceres;Matrícula;Inconsistente PI;26
Instituto Federal do Mato Grosso;Campus Cáceres;Matrícula;Validado RA;4.798
Instituto Federal do Mato Grosso;Campus Campo Novo do Parecis;Ciclo;Validado RA;172
Instituto Federal do Mato Grosso;Campus Campo Novo do Parecis;Curso;Validado RA;9
Instituto Federal do Mato Grosso;Campus Campo Novo do Parecis;Matrícula;Validado RA;5.075
Instituto Federal do Mato Grosso;Campus Confresa;Ciclo;Validado RA;206
Instituto Federal do Mato Grosso;Campus Confresa;Curso;Validado RA;26
Instituto Federal do Mato Grosso;Campus Confresa;Matrícula;Validado RA;5.970
Instituto Federal do Mato Grosso;Campus Cuiabá;Ciclo;Validado RA;803
Instituto Federal do Mato Grosso;Campus Cuiabá;Curso;Validado RA;35
Instituto Federal do Mato Grosso;Campus Cuiabá;Matrícula;Validado RA;34.612
Instituto Federal do Mato Grosso;Campus Cuiabá Bela Vista;Ciclo;Validado RA;371
Instituto Federal do Mato Grosso;Campus Cuiabá Bela Vista;Curso;Validado RA;16
Instituto Federal do Mato Grosso;Campus Cuiabá Bela Vista;Matrícula;Validado RA;8.406
Instituto Federal do Mato Grosso;Campus Diamantino;Ciclo;Validado RA;45
Instituto Federal do Mato Grosso;Campus Diamantino;Curso;Validado RA;7
Instituto Federal do Mato Grosso;Campus Diamantino;Matrícula;Validado RA;2.335
Instituto Federal do Mato Grosso;Campus Guarantã do Norte;Ciclo;Validado RA;47
Instituto Federal do Mato Grosso;Campus Guarantã do Norte;Curso;Validado RA;8
Instituto Federal do Mato Grosso;Campus Guarantã do Norte;Matrícula;Validado RA;4.148
Instituto Federal do Mato Grosso;Campus Juína;Ciclo;Validado RA;138
Instituto Federal do Mato Grosso;Campus Juína;Curso;Validado RA;14
Instituto Federal do Mato Grosso;Campus Juína;Matrícula;Validado RA;4.684
Instituto Federal do Mato Grosso;Campus Pontes e Lacerda;Ciclo;Validado RA;125
Instituto Federal do Mato Grosso;Campus Pontes e Lacerda;Curso;Validado RA;19
Instituto Federal do Mato Grosso;Campus Pontes e Lacerda;Matrícula;Validado RA;4.979
Instituto Federal do Mato Grosso;Campus Primavera do Leste;Ciclo;Validado RA;139
Instituto Federal do Mato Grosso;Campus Primavera do Leste;Curso;Validado RA;14
Instituto Federal do Mato Grosso;Campus Primavera do Leste;Matrícula;Validado RA;6.120
Instituto Federal do Mato Grosso;Campus Rondonópolis;Ciclo;Validado RA;118
Instituto Federal do Mato Grosso;Campus Rondonópolis;Curso;Validado RA;12
Instituto Federal do Mato Grosso;Campus Rondonópolis;Matrícula;Validado RA;5.248
Instituto Federal do Mato Grosso;Campus São Vicente;Ciclo;Validado RA;178
Instituto Federal do Mato Grosso;Campus São Vicente;Curso;Validado RA;13
Instituto Federal do Mato Grosso;Campus São Vicente;Matrícula;Validado RA;8.029
Instituto Federal do Mato Grosso;Campus Sinop;Ciclo;Validado RA;67
Instituto Federal do Mato Grosso;Campus Sinop;Curso;Validado RA;12
Instituto Federal do Mato Grosso;Campus Sinop;Matrícula;Validado RA;3.241
Instituto Federal do Mato Grosso;Campus Sorriso;Ciclo;Validado RA;106
Instituto Federal do Mato Grosso;Campus Sorriso;Curso;Validado RA;13
Instituto Federal do Mato Grosso;Campus Sorriso;Matrícula;Validado RA;4.413
Instituto Federal do Mato Grosso;Campus Tangará da Serra;Ciclo;Validado RA;61
Instituto Federal do Mato Grosso;Campus Tangará da Serra;Curso;Validado RA;6
Instituto Federal do Mato Grosso;Campus Tangará da Serra;Matrícula;Validado RA;2.311
Instituto Federal do Mato Grosso;Campus Várzea Grande;Ciclo;Validado RA;159
Instituto Federal do Mato Grosso;Campus Várzea Grande;Curso;Validado RA;12
Instituto Federal do Mato Grosso;Campus Várzea Grande;Matrícula;Validado RA;6.116
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Ciclo;Alterado RA;132
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Ciclo;Inconsistente RA;128
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Curso;Alterado RA;17
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Curso;Inconsistente RA;1
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Curso;Validado RA;11
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Matrícula;Alterado RA;9.153
Instituto Federal do Mato Grosso do Sul;Campus Aquidauana;Matrícula;Inconsistente RA;14.429
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Ciclo;Alterado RA;256
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Ciclo;Inconsistente RA;328
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Ciclo;Validado RA;20
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Curso;Alterado RA;47
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Curso;Inconsistente RA;6
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Curso;Validado RA;1
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Matrícula;Alterado RA;34.449
Instituto Federal do Mato Grosso do Sul;Campus Campo Grande;Matrícula;Inconsistente RA;56.935
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Ciclo;Validado PI;6
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Ciclo;Validado RA;296
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Curso;Validado PI;2
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Curso;Validado RA;32
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Matrícula;Alterado RA;6.893
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Matrícula;Inconsistente RA;515
Instituto Federal do Mato Grosso do Sul;Campus Corumbá;Matrícula;Validado RA;13.839
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Ciclo;Alterado RA;187
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Ciclo;Inconsistente RA;106
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Curso;Alterado RA;38
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Curso;Inconsistente RA;4
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Matrícula;Alterado RA;9.096
Instituto Federal do Mato Grosso do Sul;Campus Coxim;Matrícula;Inconsistente RA;13.178
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Ciclo;Alterado RA;119
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Ciclo;Inconsistente RA;169
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Curso;Alterado RA;25
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Curso;Inconsistente RA;7
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Curso;Validado RA;1
Instituto Federal do Mato Grosso do Sul;Campus Dourados;Matrícula;Alterado RA;5.300
